2020-02-19/16:39:16		 creditCardFraud_021119920_010222.csv: File loaded successfully!!
2021-04-17/20:21:14		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:14		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:14		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:15		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:15		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:15		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:15		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:15		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:15		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:15		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:15		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:15		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:15		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:15		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:15		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:16		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:16		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:16		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:16		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:16		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:16		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:16		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:16		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:16		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:16		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:16		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:16		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:16		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:17		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:17		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:17		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:17		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:17		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:17		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:17		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:17		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:17		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:17		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:17		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:18		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:18		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:18		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:18		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:18		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:18		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:18		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:18		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:18		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:18		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:18		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:19		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:19		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:19		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:19		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:19		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:19		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:19		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:19		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:19		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:19		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:19		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:19		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:19		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:19		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:20		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:20		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:20		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:20		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:20		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:20		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:20		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:20		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:20		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:20		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:20		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:20		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:21		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:21		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:21		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:21		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:21		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:21		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:21		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:21		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:21		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:21		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:22		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:22		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:22		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:22		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:22		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:22		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:22		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:22		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:22		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:22		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:22		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:22		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:22		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:23		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:23		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:23		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:23		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:23		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:23		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:23		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:23		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:23		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:23		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:23		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:24		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:24		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:24		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:24		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:24		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:24		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:24		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:24		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:24		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:24		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:24		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:24		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:25		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:25		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:25		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:25		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:25		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:25		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:25		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:25		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:25		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:25		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:25		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:25		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:25		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:26		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:26		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:26		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:26		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:26		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:26		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:26		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:26		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:26		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:26		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:27		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:27		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:27		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:27		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:27		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:27		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:27		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:27		 creditCardFraud_28011960_120210.csv: File loaded successfully!!
2021-04-17/20:21:27		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:27		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:27		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:27		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:28		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:28		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:28		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:28		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:28		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:28		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:28		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:28		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:28		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:28		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:28		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:28		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:28		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:28		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:29		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:29		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:29		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:29		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:29		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:29		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:29		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:29		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:29		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:29		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:29		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:29		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:30		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:30		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:30		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:30		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:30		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:30		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:30		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:30		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:30		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:30		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:30		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:31		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:31		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:31		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:31		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:31		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:31		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:31		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:31		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:31		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:31		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:31		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:31		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:32		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:32		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:32		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:32		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:32		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:32		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:32		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:32		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:32		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:32		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:32		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:33		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:33		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:33		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:33		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:33		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:33		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:33		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:33		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:33		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:33		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:33		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:33		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:33		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:33		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:34		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:34		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:34		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:34		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:34		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:34		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:34		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:34		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:34		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:34		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:34		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:34		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:35		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:35		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:35		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:35		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:35		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:35		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:35		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:35		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:35		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:35		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:35		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:36		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:36		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:36		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:36		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:36		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:36		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:36		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:36		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:36		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:36		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:36		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:36		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:37		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:37		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:37		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:37		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:37		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:37		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:37		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:37		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:37		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:37		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:37		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:37		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:38		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:38		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:38		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:38		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:38		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:38		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:38		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:38		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:38		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:38		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:38		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:39		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:39		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:39		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:39		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:39		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:39		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:39		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:39		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:39		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:39		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:39		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:39		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:39		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:39		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:40		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:40		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:41		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:41		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:41		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:41		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:42		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:42		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:42		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:42		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:42		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:42		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:42		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:42		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:42		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:42		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:42		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:42		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:43		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:43		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:43		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:43		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:43		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:43		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:43		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:43		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:43		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:43		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
2021-04-17/20:21:43		 creditCardFraud_28011961_120211.csv: File loaded successfully!!
